timestamp,symbol,price
2025-10-10T10:55:11.386251,META,100.06
2025-10-10T10:55:11.397300,META,102.79
2025-10-10T10:55:11.407549,META,97.8
2025-10-10T10:55:11.418208,META,99.04
2025-10-10T10:55:11.428891,META,100.16
2025-10-10T10:55:11.439828,META,101.1
2025-10-10T10:55:11.450900,META,103.81
2025-10-10T10:55:11.461576,META,105.58
2025-10-10T10:55:11.471955,META,104.65
2025-10-10T10:55:11.482853,META,103.72
2025-10-10T10:55:11.493345,META,101.31
2025-10-10T10:55:11.503866,META,102.7
2025-10-10T10:55:11.514500,META,101.32
2025-10-10T10:55:11.525199,META,99.57
2025-10-10T10:55:11.535551,META,101.4
2025-10-10T10:55:11.545932,META,100.27
2025-10-10T10:55:11.556529,META,99.63
2025-10-10T10:55:11.567134,META,99.45
2025-10-10T10:55:11.577678,META,100.07
2025-10-10T10:55:11.588263,META,97.65
2025-10-10T10:55:11.598961,META,97.83
2025-10-10T10:55:11.609916,META,98.09
2025-10-10T10:55:11.620315,META,97.86
2025-10-10T10:55:11.630997,META,98.5
2025-10-10T10:55:11.641792,META,99.15
2025-10-10T10:55:11.652060,META,97.67
2025-10-10T10:55:11.662539,META,99.31
2025-10-10T10:55:11.673257,META,99.94
2025-10-10T10:55:11.683652,META,99.61
2025-10-10T10:55:11.694296,META,99.92
2025-10-10T10:55:11.704712,META,99.33
2025-10-10T10:55:11.715120,META,102.53
2025-10-10T10:55:11.725599,META,101.14
2025-10-10T10:55:11.736145,META,102.82
2025-10-10T10:55:11.746551,META,102.05
2025-10-10T10:55:11.756878,META,102.52
2025-10-10T10:55:11.767541,META,99.62
2025-10-10T10:55:11.777889,META,103.25
2025-10-10T10:55:11.788209,META,102.09
2025-10-10T10:55:11.798585,META,102.54
2025-10-10T10:55:11.809392,META,100.46
2025-10-10T10:55:11.819838,META,102.72
2025-10-10T10:55:11.830362,META,101.59
2025-10-10T10:55:11.840781,META,101.85
2025-10-10T10:55:11.851334,META,100.97
2025-10-10T10:55:11.861595,META,101.5
2025-10-10T10:55:11.872289,META,99.64
2025-10-10T10:55:11.882577,META,98.37
2025-10-10T10:55:11.893091,META,98.28
2025-10-10T10:55:11.903562,META,97.33
2025-10-10T10:55:11.914559,META,98.11
2025-10-10T10:55:11.925184,META,98.03
2025-10-10T10:55:11.935968,META,96.44
2025-10-10T10:55:11.946389,META,96.72
2025-10-10T10:55:11.957190,META,99.57
2025-10-10T10:55:11.967725,META,104.84
2025-10-10T10:55:11.978397,META,105.46
2025-10-10T10:55:11.988943,META,103.41
2025-10-10T10:55:11.999260,META,101.05
2025-10-10T10:55:12.010011,META,101.4
2025-10-10T10:55:12.020444,META,102.36
