timestamp,symbol,price
2025-10-10T10:57:54.475071,BAKKA,483.5
2025-10-10T10:57:54.486080,BAKKA,484.79
2025-10-10T10:57:54.499084,BAKKA,484.87
2025-10-10T10:57:54.509361,BAKKA,496.9
2025-10-10T10:57:54.519730,BAKKA,502.51
2025-10-10T10:57:54.530363,BAKKA,516.0
2025-10-10T10:57:54.540887,BAKKA,500.71
2025-10-10T10:57:54.551408,BAKKA,468.19
2025-10-10T10:57:54.561971,BAKKA,487.1
2025-10-10T10:57:54.572368,BAKKA,493.29
2025-10-10T10:57:54.582939,BAKKA,492.23
2025-10-10T10:57:54.593251,BAKKA,490.12
2025-10-10T10:57:54.603708,BAKKA,497.25
2025-10-10T10:57:54.614171,BAKKA,485.31
2025-10-10T10:57:54.624710,BAKKA,483.76
2025-10-10T10:57:54.635034,BAKKA,493.71
2025-10-10T10:57:54.645518,BAKKA,516.08
2025-10-10T10:57:54.655932,BAKKA,509.95
2025-10-10T10:57:54.666351,BAKKA,517.29
2025-10-10T10:57:54.676743,BAKKA,526.83
2025-10-10T10:57:54.687262,BAKKA,518.29
2025-10-10T10:57:54.697716,BAKKA,513.9
2025-10-10T10:57:54.708300,BAKKA,521.49
2025-10-10T10:57:54.718826,BAKKA,480.31
2025-10-10T10:57:54.729395,BAKKA,461.12
2025-10-10T10:57:54.740023,BAKKA,503.25
2025-10-10T10:57:54.750337,BAKKA,512.58
2025-10-10T10:57:54.760780,BAKKA,513.13
2025-10-10T10:57:54.771085,BAKKA,533.81
2025-10-10T10:57:54.781485,BAKKA,555.04
2025-10-10T10:57:54.792247,BAKKA,529.09
2025-10-10T10:57:54.803157,BAKKA,510.4
2025-10-10T10:57:54.813458,BAKKA,515.97
2025-10-10T10:57:54.823647,BAKKA,520.41
2025-10-10T10:57:54.833979,BAKKA,509.55
2025-10-10T10:57:54.844522,BAKKA,518.69
2025-10-10T10:57:54.854920,BAKKA,538.31
2025-10-10T10:57:54.865472,BAKKA,548.69
2025-10-10T10:57:54.876154,BAKKA,543.85
2025-10-10T10:57:54.887396,BAKKA,544.43
2025-10-10T10:57:54.898036,BAKKA,538.01
2025-10-10T10:57:54.908474,BAKKA,539.97
2025-10-10T10:57:54.918979,BAKKA,568.23
2025-10-10T10:57:54.929451,BAKKA,559.91
2025-10-10T10:57:54.939770,BAKKA,564.42
2025-10-10T10:57:54.950423,BAKKA,551.64
2025-10-10T10:57:54.960984,BAKKA,565.12
2025-10-10T10:57:54.971599,BAKKA,554.76
2025-10-10T10:57:54.981858,BAKKA,573.37
2025-10-10T10:57:54.992395,BAKKA,543.41
2025-10-10T10:57:55.002766,BAKKA,521.18
2025-10-10T10:57:55.013117,BAKKA,534.84
2025-10-10T10:57:55.023379,BAKKA,533.52
2025-10-10T10:57:55.034033,BAKKA,520.44
2025-10-10T10:57:55.044557,BAKKA,533.22
2025-10-10T10:57:55.054737,BAKKA,527.99
2025-10-10T10:57:55.065018,BAKKA,522.11
2025-10-10T10:57:55.075625,BAKKA,543.58
2025-10-10T10:57:55.085999,BAKKA,539.42
2025-10-10T10:57:55.096292,BAKKA,553.76
2025-10-10T10:57:55.106817,BAKKA,553.7
2025-10-10T10:57:55.117379,BAKKA,534.37
2025-10-10T10:57:55.127985,BAKKA,548.18
2025-10-10T10:57:55.138706,BAKKA,570.79
2025-10-10T10:57:55.149117,BAKKA,552.61
2025-10-10T10:57:55.159425,BAKKA,556.95
2025-10-10T10:57:55.169995,BAKKA,570.87
2025-10-10T10:57:55.180631,BAKKA,590.07
2025-10-10T10:57:55.191206,BAKKA,597.22
2025-10-10T10:57:55.201572,BAKKA,583.5
2025-10-10T10:57:55.211882,BAKKA,590.07
2025-10-10T10:57:55.222206,BAKKA,626.23
2025-10-10T10:57:55.232784,BAKKA,615.92
2025-10-10T10:57:55.243474,BAKKA,597.16
2025-10-10T10:57:55.254094,BAKKA,587.64
2025-10-10T10:57:55.264843,BAKKA,616.74
2025-10-10T10:57:55.275554,BAKKA,618.44
2025-10-10T10:57:55.286242,BAKKA,619.11
2025-10-10T10:57:55.297122,BAKKA,608.7
2025-10-10T10:57:55.311581,BAKKA,592.15
2025-10-10T10:57:55.321838,BAKKA,598.5
2025-10-10T10:57:55.332126,BAKKA,615.0
2025-10-10T10:57:55.342653,BAKKA,619.08
2025-10-10T10:57:55.353291,BAKKA,610.46
2025-10-10T10:57:55.363828,BAKKA,619.72
2025-10-10T10:57:55.374495,BAKKA,617.08
2025-10-10T10:57:55.385094,BAKKA,610.8
2025-10-10T10:57:55.395572,BAKKA,582.49
2025-10-10T10:57:55.406388,BAKKA,586.98
2025-10-10T10:57:55.417076,BAKKA,570.53
2025-10-10T10:57:55.427614,BAKKA,575.65
2025-10-10T10:57:55.438010,BAKKA,552.99
2025-10-10T10:57:55.448360,BAKKA,568.29
2025-10-10T10:57:55.458932,BAKKA,578.78
2025-10-10T10:57:55.469551,BAKKA,571.81
2025-10-10T10:57:55.479887,BAKKA,584.42
2025-10-10T10:57:55.490221,BAKKA,552.36
2025-10-10T10:57:55.500655,BAKKA,556.38
2025-10-10T10:57:55.511512,BAKKA,592.64
2025-10-10T10:57:55.521898,BAKKA,607.31
2025-10-10T10:57:55.532524,BAKKA,640.88
2025-10-10T10:57:55.543214,BAKKA,637.58
2025-10-10T10:57:55.553924,BAKKA,644.87
2025-10-10T10:57:55.564640,BAKKA,662.83
2025-10-10T10:57:55.575303,BAKKA,643.01
2025-10-10T10:57:55.585881,BAKKA,667.48
2025-10-10T10:57:55.596496,BAKKA,675.91
2025-10-10T10:57:55.607367,BAKKA,701.75
2025-10-10T10:57:55.617818,BAKKA,695.06
2025-10-10T10:57:55.628002,BAKKA,695.47
2025-10-10T10:57:55.638613,BAKKA,707.76
2025-10-10T10:57:55.649114,BAKKA,704.23
2025-10-10T10:57:55.659965,BAKKA,683.13
2025-10-10T10:57:55.670361,BAKKA,674.05
2025-10-10T10:57:55.681094,BAKKA,678.37
2025-10-10T10:57:55.691591,BAKKA,690.66
2025-10-10T10:57:55.702263,BAKKA,679.63
2025-10-10T10:57:55.712505,BAKKA,707.69
2025-10-10T10:57:55.722972,BAKKA,704.18
2025-10-10T10:57:55.733289,BAKKA,718.68
2025-10-10T10:57:55.743955,BAKKA,712.0
2025-10-10T10:57:55.754637,BAKKA,730.71
2025-10-10T10:57:55.765349,BAKKA,709.02
2025-10-10T10:57:55.776060,BAKKA,714.93
2025-10-10T10:57:55.786473,BAKKA,712.14
2025-10-10T10:57:55.797250,BAKKA,708.13
2025-10-10T10:57:55.807598,BAKKA,699.02
2025-10-10T10:57:55.817933,BAKKA,724.24
2025-10-10T10:57:55.828526,BAKKA,685.85
2025-10-10T10:57:55.839254,BAKKA,653.3
2025-10-10T10:57:55.849891,BAKKA,619.37
2025-10-10T10:57:55.860296,BAKKA,614.37
2025-10-10T10:57:55.870674,BAKKA,612.71
2025-10-10T10:57:55.881266,BAKKA,598.07
2025-10-10T10:57:55.891874,BAKKA,636.24
2025-10-10T10:57:55.902159,BAKKA,629.62
2025-10-10T10:57:55.912554,BAKKA,633.09
2025-10-10T10:57:55.923135,BAKKA,650.5
